id	trial	item	anchor	answer	example
19_12_20_101938.txt_14	10	price	low	higher	Mercedes
19_12_20_145111.txt_14	1	population	high	lower	Francie
19_12_20_145111.txt_14	2	weight	low	higher	slon
19_12_20_145111.txt_14	3	distance	low	higher	berlÌn
19_12_20_145111.txt_14	4	age	high	lower	pekarov·-adamov·
19_12_20_145111.txt_14	5	salary	low	higher	novin·¯
19_12_20_145111.txt_14	6	days	low	higher	mars
19_12_20_145111.txt_14	7	length	high	lower	jan
19_12_20_145111.txt_14	8	price	low	higher	ökoda
19_12_20_145111.txt_14	9	temperature	low	higher	leden
19_12_20_145111.txt_14	10	unemployment	high	lower	jihoËesk˝
19_11_21_133507.txt_15	1	length	high	lower	Jan
19_11_21_133507.txt_15	2	age	high	lower	Dominik Feri
19_11_21_133507.txt_15	3	distance	high	lower	BerlÌn
19_11_21_133507.txt_15	4	days	low	higher	Neptun
19_11_21_133507.txt_15	5	weight	high	lower	Zebra
19_11_21_133507.txt_15	6	salary	low	higher	ProdavaË
19_11_21_133507.txt_15	7	price	high	higher	BMW
19_11_21_133507.txt_15	8	unemployment	high	lower	Libereck˝
19_11_21_133507.txt_15	9	population	low	higher	Francie
19_11_21_133507.txt_15	10	temperature	low	higher	Ëervenec
19_11_22_131558.txt_15	1	price	low	higher	äkoda
19_11_22_131558.txt_15	2	distance	low	higher	Oslo
19_11_22_131558.txt_15	3	weight	high	lower	surikata
19_11_22_131558.txt_15	4	temperature	low	higher	leden
19_11_22_131558.txt_15	5	days	low	higher	merkur
19_11_22_131558.txt_15	6	population	high	lower	NÏmecko
19_11_22_131558.txt_15	7	length	high	lower	Jan
19_11_22_131558.txt_15	8	salary	low	higher	zednÌk
19_11_22_131558.txt_15	9	age	low	higher	Benda
19_11_22_131558.txt_15	10	unemployment	low	higher	St¯edoËesk˝
19_11_22_144928.txt_15	1	salary	low	higher	dÏlnÌk
19_11_22_144928.txt_15	2	population	high	lower	nÏmecko
19_11_22_144928.txt_15	3	weight	high	lower	opice
19_11_22_144928.txt_15	4	price	low	higher	fiat
19_11_22_144928.txt_15	5	days	high	lower	merkur
19_11_22_144928.txt_15	6	temperature	high	lower	Ëerven
19_11_22_144928.txt_15	7	distance	low	higher	moskva
19_11_22_144928.txt_15	8	length	high	lower	Jakub
19_11_22_144928.txt_15	9	unemployment	low	higher	Praha
19_11_22_144928.txt_15	10	age	low	higher	Kalousek
19_11_22_160156.txt_15	1	age	low	higher	Brabec
19_11_22_160156.txt_15	2	weight	low	higher	pes
19_11_22_160156.txt_15	3	price	high	lower	Honda
19_11_22_160156.txt_15	4	days	high	higher	Merkur
19_11_22_160156.txt_15	5	temperature	high	lower	z·¯Ì
19_11_22_160156.txt_15	6	unemployment	high	lower	libereck˝
19_11_22_160156.txt_15	7	salary	low	higher	personalista
19_11_22_160156.txt_15	8	distance	high	lower	Bratislava
19_11_22_160156.txt_15	9	length	high	lower	Petr
19_11_22_160156.txt_15	10	population	high	lower	Slovensko
19_11_26_133734.txt_15	1	distance	high	lower	Lisabon
19_11_26_133734.txt_15	2	weight	high	lower	Levhart
19_11_26_133734.txt_15	3	unemployment	low	higher	⁄steck˝ kraj
19_11_26_133734.txt_15	4	length	low	higher	Jan
19_11_26_133734.txt_15	5	price	high	lower	Audi
19_11_26_133734.txt_15	6	temperature	high	lower	Leden
19_11_26_133734.txt_15	7	population	low	higher	Lucembursko
19_11_26_133734.txt_15	8	age	low	higher	Rozner
19_11_26_133734.txt_15	9	salary	low	higher	BankÈ¯
19_11_26_133734.txt_15	10	days	low	higher	Uran
19_11_26_143150.txt_15	1	salary	high	lower	pilot
19_11_26_143150.txt_15	2	distance	low	higher	VÌdeÚ
19_11_26_143150.txt_15	3	days	low	higher	ZemÏ
19_11_26_143150.txt_15	4	population	low	higher	NÏmecko
19_11_26_143150.txt_15	5	age	low	higher	Okamura
19_11_26_143150.txt_15	6	unemployment	low	higher	⁄steck˝ kraj
19_11_26_143150.txt_15	7	price	high	lower	Audi
19_11_26_143150.txt_15	8	length	high	lower	Ond¯ej
19_11_26_143150.txt_15	9	weight	high	lower	DelfÌn
19_11_26_143150.txt_15	10	temperature	low	higher	»erven
19_11_26_163123.txt_15	1	length	high	lower	Jan
19_11_26_163123.txt_15	2	age	low	higher	Sobotka
19_11_26_163123.txt_15	3	weight	low	higher	Pak˘Ú
19_11_26_163123.txt_15	4	salary	high	lower	UËitel
19_11_26_163123.txt_15	5	unemployment	high	lower	St¯edoËesk˝
19_11_26_163123.txt_15	6	distance	high	lower	Oslo
19_11_26_163123.txt_15	7	temperature	high	lower	B¯ezen
19_11_26_163123.txt_15	8	days	high	lower	Venuöe
19_11_26_163123.txt_15	9	population	high	lower	Slovinsko
19_11_26_163123.txt_15	10	price	high	lower	äkoda
19_11_27_132240.txt_15	1	age	low	higher	vÏk 47
19_11_27_132240.txt_15	2	distance	high	lower	Madrid
19_11_27_132240.txt_15	3	population	high	higher	NÏmecko
19_11_27_132240.txt_15	4	length	low	higher	Jaroslav
19_11_27_132240.txt_15	5	days	high	higher	Mars
19_11_27_132240.txt_15	6	temperature	low	higher	Ëerven
19_11_27_132240.txt_15	7	salary	high	lower	˙ËetnÌ
19_11_27_132240.txt_15	8	price	high	lower	Mercedez Benz
19_11_27_132240.txt_15	9	weight	high	lower	k˘Ú p¯evalskÈho
19_11_27_132240.txt_15	10	unemployment	high	lower	Praha
19_11_27_145933.txt_15	1	weight	low	higher	opice
19_11_27_145933.txt_15	2	salary	high	lower	manaûer
19_11_27_145933.txt_15	3	population	high	higher	NÏmecko
19_11_27_145933.txt_15	4	length	low	higher	Aneûka
19_11_27_145933.txt_15	5	price	high	higher	äkoda
19_11_27_145933.txt_15	6	temperature	high	lower	listopad
19_11_27_145933.txt_15	7	distance	high	higher	Pa¯Ìû
19_11_27_145933.txt_15	8	age	low	higher	Pir·ti
19_11_27_145933.txt_15	9	unemployment	high	lower	St¯edoËesk˝
19_11_27_145933.txt_15	10	days	low	higher	ZemÏ
19_11_28_125638.txt_15	1	days	low	higher	Mars
19_11_28_125638.txt_15	2	length	low	higher	Martin
19_11_28_125638.txt_15	3	salary	low	higher	UËitel
19_11_28_125638.txt_15	4	weight	low	higher	äimpanz
19_11_28_125638.txt_15	5	price	high	higher	Audi
19_11_28_125638.txt_15	6	age	low	higher	Kalousek
19_11_28_125638.txt_15	7	distance	high	lower	Pa¯Ìû
19_11_28_125638.txt_15	8	population	high	lower	Slovinsko
19_11_28_125638.txt_15	9	unemployment	high	lower	St¯edoËesk˝
19_11_28_125638.txt_15	10	temperature	high	lower	Leden
19_11_29_130233.txt_15	1	distance	low	higher	Bratislava
19_11_29_130233.txt_15	2	length	low	higher	J·chym
19_11_29_130233.txt_15	3	temperature	high	lower	srpen
19_11_29_130233.txt_15	4	unemployment	low	higher	Praha
19_11_29_130233.txt_15	5	age	high	lower	Bartoö
19_11_29_130233.txt_15	6	days	low	higher	Neptun
19_11_29_130233.txt_15	7	price	high	lower	Fiat
19_11_29_130233.txt_15	8	salary	low	higher	popel·¯
19_11_29_130233.txt_15	9	weight	low	higher	velryba
19_11_29_130233.txt_15	10	population	high	lower	NÏmecko
19_11_29_145240.txt_15	1	age	low	higher	Dominik Feri
19_11_29_145240.txt_15	2	temperature	low	higher	Duben
19_11_29_145240.txt_15	3	length	high	lower	Martin
19_11_29_145240.txt_15	4	distance	high	lower	BerlÌn
19_11_29_145240.txt_15	5	days	low	higher	ZemÏ
19_11_29_145240.txt_15	6	weight	high	lower	Lev
19_11_29_145240.txt_15	7	unemployment	low	higher	SevernÌ Ëechy
19_11_29_145240.txt_15	8	population	low	higher	NÏmecko
19_11_29_145240.txt_15	9	salary	low	higher	UËitel
19_11_29_145240.txt_15	10	price	high	lower	äkoda
19_11_29_160742.txt_15	1	salary	low	higher	zahradnÌk
19_11_29_160742.txt_15	2	weight	low	higher	bobr
19_11_29_160742.txt_15	3	distance	low	higher	BerlÌn
19_11_29_160742.txt_15	4	unemployment	low	higher	Pardubick˝
19_11_29_160742.txt_15	5	population	high	lower	Slovensko
19_11_29_160742.txt_15	6	length	low	higher	Dan
19_11_29_160742.txt_15	7	temperature	high	lower	B¯ezen
19_11_29_160742.txt_15	8	price	low	higher	audi
19_11_29_160742.txt_15	9	age	high	lower	Brad·Ëov·
19_11_29_160742.txt_15	10	days	high	higher	Merkur
19_12_02_162130.txt_15	1	salary	high	lower	uklÌzeËka
19_12_02_162130.txt_15	2	price	high	higher	mercedes
19_12_02_162130.txt_15	3	temperature	low	higher	Ëerven
19_12_02_162130.txt_15	4	population	high	lower	Slovensk· republika
19_12_02_162130.txt_15	5	days	high	higher	Jupiter
19_12_02_162130.txt_15	6	weight	high	lower	slon
19_12_02_162130.txt_15	7	unemployment	high	lower	PlzeÚsk˝
19_12_02_162130.txt_15	8	length	high	lower	Nov·k
19_12_02_162130.txt_15	9	age	high	lower	Kate¯ina Valachov·
19_12_02_162130.txt_15	10	distance	high	lower	Varöava
19_12_03_112740.txt_15	1	unemployment	high	lower	St¯edoËesk˝
19_12_03_112740.txt_15	2	population	high	lower	Litva
19_12_03_112740.txt_15	3	weight	high	higher	opice
19_12_03_112740.txt_15	4	salary	low	higher	kucha¯
19_12_03_112740.txt_15	5	distance	high	higher	Pa¯Ìû
19_12_03_112740.txt_15	6	days	high	higher	Merkur
19_12_03_112740.txt_15	7	price	low	higher	Fiat
19_12_03_112740.txt_15	8	age	low	higher	Feri
19_12_03_112740.txt_15	9	length	high	lower	Tereza
19_12_03_112740.txt_15	10	temperature	low	higher	Leden
19_12_03_131959.txt_15	1	price	low	higher	audi
19_12_03_131959.txt_15	2	distance	low	higher	bratislava
19_12_03_131959.txt_15	3	salary	low	lower	soci·lnÌ pracovnice
19_12_03_131959.txt_15	4	population	high	lower	Ëesk· republika
19_12_03_131959.txt_15	5	days	high	higher	ZemÏ
19_12_03_131959.txt_15	6	unemployment	low	higher	Libereck˝
19_12_03_131959.txt_15	7	temperature	low	higher	Prosinec
19_12_03_131959.txt_15	8	length	high	lower	Pavla
19_12_03_131959.txt_15	9	age	low	higher	Dominik Feri
19_12_03_131959.txt_15	10	weight	low	higher	lemur
19_12_03_143823.txt_15	1	price	low	higher	äkoda
19_12_03_143823.txt_15	2	days	low	higher	Merkur
19_12_03_143823.txt_15	3	unemployment	low	higher	St¯edoËesk˝
19_12_03_143823.txt_15	4	salary	low	higher	⁄ËetnÌ
19_12_03_143823.txt_15	5	age	low	higher	Dominik Feri
19_12_03_143823.txt_15	6	length	low	higher	Eliöka
19_12_03_143823.txt_15	7	population	low	higher	»esko
19_12_03_143823.txt_15	8	temperature	low	higher	leden
19_12_03_143823.txt_15	9	weight	low	higher	ËlovÏk
19_12_03_143823.txt_15	10	distance	high	higher	Bratislava
19_12_04_144212.txt_15	1	unemployment	low	higher	Praha
19_12_04_144212.txt_15	2	population	high	lower	Belgie
19_12_04_144212.txt_15	3	days	high	lower	Merkur
19_12_04_144212.txt_15	4	price	low	higher	äkoda
19_12_04_144212.txt_15	5	salary	high	lower	Asistentka
19_12_04_144212.txt_15	6	distance	low	higher	Lond˝n
19_12_04_144212.txt_15	7	age	low	higher	MarkÈta Pekarov·
19_12_04_144212.txt_15	8	length	high	lower	Michal
19_12_04_144212.txt_15	9	temperature	high	lower	B¯ezen
19_12_04_144212.txt_15	10	weight	low	higher	lichokopytnÌci
19_12_04_162157.txt_15	1	weight	high	lower	tygr
19_12_04_162157.txt_15	2	temperature	high	lower	b¯ezen
19_12_04_162157.txt_15	3	unemployment	high	lower	Praha
19_12_04_162157.txt_15	4	distance	high	higher	BerlÌn
19_12_04_162157.txt_15	5	days	high	lower	Neptun
19_12_04_162157.txt_15	6	price	high	lower	äkoda
19_12_04_162157.txt_15	7	population	high	lower	Rakousko
19_12_04_162157.txt_15	8	age	low	higher	Dominik Feri
19_12_04_162157.txt_15	9	length	high	lower	Anna
19_12_04_162157.txt_15	10	salary	high	lower	uËitel
19_12_05_132207.txt_15	1	length	low	higher	KarolÌna
19_12_05_132207.txt_15	2	distance	low	higher	BerlÌn
19_12_05_132207.txt_15	3	age	low	higher	Marek Benda
19_12_05_132207.txt_15	4	weight	low	higher	Tygr
19_12_05_132207.txt_15	5	unemployment	low	lower	St¯edoËesk˝
19_12_05_132207.txt_15	6	price	high	higher	Toyota
19_12_05_132207.txt_15	7	salary	low	higher	Pr·vnÌk
19_12_05_132207.txt_15	8	population	low	higher	NÏmecko
19_12_05_132207.txt_15	9	temperature	low	higher	Duben
19_12_05_132207.txt_15	10	days	low	higher	Neptun
19_12_09_162843.txt_15	1	population	high	lower	»esk· republika
19_12_09_162843.txt_15	2	days	high	higher	Neptun
19_12_09_162843.txt_15	3	distance	low	higher	Lisabon
19_12_09_162843.txt_15	4	temperature	low	higher	Ëervenec
19_12_09_162843.txt_15	5	unemployment	high	lower	JihoËesk˝ kraj
19_12_09_162843.txt_15	6	age	high	lower	JUDr. VojtÏch Filip
19_12_09_162843.txt_15	7	price	low	higher	äkoda Fabia
19_12_09_162843.txt_15	8	salary	high	lower	uËitelka
19_12_09_162843.txt_15	9	length	high	lower	Tom·ö
19_12_09_162843.txt_15	10	weight	high	lower	pavi·n
19_12_10_112144.txt_15	1	price	low	higher	äkoda
19_12_10_112144.txt_15	2	population	low	higher	»esk· republika
19_12_10_112144.txt_15	3	salary	high	lower	⁄¯ednÌk
19_12_10_112144.txt_15	4	weight	low	higher	Pes
19_12_10_112144.txt_15	5	length	high	lower	Pavel
19_12_10_112144.txt_15	6	temperature	low	higher	Leden
19_12_10_112144.txt_15	7	unemployment	high	lower	St¯edoËesk˝ kraj
19_12_10_112144.txt_15	8	distance	low	higher	Brusel
19_12_10_112144.txt_15	9	days	high	lower	Neptun
19_12_10_112144.txt_15	10	age	high	lower	Dominik Feri
19_12_11_132647.txt_15	1	unemployment	high	lower	St¯edoËesk˝
19_12_11_132647.txt_15	2	temperature	low	higher	prosinec
19_12_11_132647.txt_15	3	distance	low	higher	Pa¯Ìû
19_12_11_132647.txt_15	4	population	high	lower	ävÈdsko
19_12_11_132647.txt_15	5	days	low	higher	Saturn
19_12_11_132647.txt_15	6	length	low	higher	John
19_12_11_132647.txt_15	7	weight	low	lower	LednÌ medvÏd
19_12_11_132647.txt_15	8	age	low	higher	Schillerov·
19_12_11_132647.txt_15	9	salary	low	higher	DÏlnÌk
19_12_11_132647.txt_15	10	price	low	higher	Ford
19_12_11_143848.txt_15	1	salary	low	higher	uËitel
19_12_11_143848.txt_15	2	unemployment	high	lower	praha
19_12_11_143848.txt_15	3	weight	high	higher	medvÏd
19_12_11_143848.txt_15	4	length	low	higher	Sebasti·n
19_12_11_143848.txt_15	5	distance	low	lower	Dob¯ichovice
19_12_11_143848.txt_15	6	days	high	higher	ZemÏ
19_12_11_143848.txt_15	7	population	high	lower	»esk· Republika
19_12_11_143848.txt_15	8	age	low	higher	Nov·k
19_12_11_143848.txt_15	9	temperature	high	lower	Leden
19_12_11_143848.txt_15	10	price	low	lower	Ford
19_12_12_132753.txt_15	1	age	low	higher	Babiö
19_12_12_132753.txt_15	2	price	low	higher	ökoda
19_12_12_132753.txt_15	3	population	high	lower	»esk· republika
19_12_12_132753.txt_15	4	unemployment	low	lower	Praha
19_12_12_132753.txt_15	5	temperature	low	higher	kvÏten
19_12_12_132753.txt_15	6	salary	high	lower	˙ËetnÌ
19_12_12_132753.txt_15	7	length	high	lower	Jan
19_12_12_132753.txt_15	8	days	high	lower	ZemÏ
19_12_12_132753.txt_15	9	distance	low	higher	Oslo
19_12_12_132753.txt_15	10	weight	low	higher	tygr
19_12_13_101855.txt_15	1	days	high	lower	ZemÏ
19_12_13_101855.txt_15	2	population	high	lower	Francie
19_12_13_101855.txt_15	3	salary	high	lower	doktor
19_12_13_101855.txt_15	4	unemployment	low	higher	Moravskoslezsk˝
19_12_13_101855.txt_15	5	distance	high	lower	Pa¯Ìû
19_12_13_101855.txt_15	6	weight	high	lower	slon
19_12_13_101855.txt_15	7	price	low	higher	Dacia
19_12_13_101855.txt_15	8	temperature	high	lower	leden
19_12_13_101855.txt_15	9	age	high	lower	Andrej Babiö
19_12_13_101855.txt_15	10	length	high	lower	Adam
19_12_13_113734.txt_15	1	salary	low	higher	prodavaË
19_12_13_113734.txt_15	2	price	high	lower	äkoda
19_12_13_113734.txt_15	3	unemployment	low	higher	HlavnÌ MÏsto Praha
19_12_13_113734.txt_15	4	distance	low	higher	Madrid
19_12_13_113734.txt_15	5	temperature	high	lower	Leden
19_12_13_113734.txt_15	6	age	high	lower	Dominik Feri
19_12_13_113734.txt_15	7	days	low	higher	Jupiter
19_12_13_113734.txt_15	8	length	high	lower	Jan
19_12_13_113734.txt_15	9	population	low	higher	NÏmecko
19_12_13_113734.txt_15	10	weight	high	lower	Lev
19_12_13_160452.txt_15	1	distance	low	higher	amsterdam
19_12_13_160452.txt_15	2	weight	high	lower	zirafa
19_12_13_160452.txt_15	3	days	high	lower	merkur
19_12_13_160452.txt_15	4	population	high	higher	dansko
19_12_13_160452.txt_15	5	temperature	low	higher	leden
19_12_13_160452.txt_15	6	salary	high	lower	ucitel
19_12_13_160452.txt_15	7	age	low	higher	nemcova
19_12_13_160452.txt_15	8	price	high	higher	skoda
19_12_13_160452.txt_15	9	length	high	lower	jan
19_12_13_160452.txt_15	10	unemployment	high	lower	stredocesky
19_12_18_132543.txt_15	1	unemployment	high	lower	Praha
19_12_18_132543.txt_15	2	distance	high	lower	Bratislava
19_12_18_132543.txt_15	3	age	low	higher	Dominik Feri
19_12_18_132543.txt_15	4	days	high	lower	Saturn
19_12_18_132543.txt_15	5	temperature	high	lower	leden
19_12_18_132543.txt_15	6	price	high	lower	Fiat
19_12_18_132543.txt_15	7	length	high	lower	Jaroslava
19_12_18_132543.txt_15	8	weight	high	lower	gorila
19_12_18_132543.txt_15	9	salary	low	higher	spr·vce sÌtÏ
19_12_18_132543.txt_15	10	population	low	higher	Lucembursko
19_12_19_132849.txt_15	1	unemployment	low	higher	Ustecky kraj
19_12_19_132849.txt_15	2	length	high	lower	Jan
19_12_19_132849.txt_15	3	weight	high	lower	Lev
19_12_19_132849.txt_15	4	days	low	higher	Neptun
19_12_19_132849.txt_15	5	distance	high	lower	BerlÌn
19_12_19_132849.txt_15	6	temperature	low	higher	Ëervenec
19_12_19_132849.txt_15	7	population	low	higher	NÏmecko
19_12_19_132849.txt_15	8	salary	low	higher	UËitelÈ
19_12_19_132849.txt_15	9	price	high	lower	ökoda
19_12_19_132849.txt_15	10	age	high	lower	Dominik Feri
19_12_19_145545.txt_15	1	temperature	low	higher	Ëerven
19_12_19_145545.txt_15	2	population	high	lower	»esk· republika
19_12_19_145545.txt_15	3	days	high	lower	Jupiter
19_12_19_145545.txt_15	4	age	high	lower	Dominik Fery
19_12_19_145545.txt_15	5	weight	low	higher	Slon
19_12_19_145545.txt_15	6	distance	low	higher	Lond˝n
19_12_19_145545.txt_15	7	salary	low	higher	ZdravotnÌ sestra
19_12_19_145545.txt_15	8	length	low	higher	Ladislav
19_12_19_145545.txt_15	9	price	low	higher	äkoda
19_12_19_145545.txt_15	10	unemployment	high	lower	Praha
19_12_20_101932.txt_15	1	distance	high	lower	BerlÌn
19_12_20_101932.txt_15	2	price	high	lower	äkoda
19_12_20_101932.txt_15	3	unemployment	high	lower	Pardubick˝
19_12_20_101932.txt_15	4	salary	high	lower	uËitel
19_12_20_101932.txt_15	5	age	high	lower	Dominik Feri
19_12_20_101932.txt_15	6	days	high	higher	Mars
19_12_20_101932.txt_15	7	temperature	high	lower	Leden
19_12_20_101932.txt_15	8	weight	low	higher	pes
19_12_20_101932.txt_15	9	population	high	lower	Portugalsko
19_12_20_101932.txt_15	10	length	low	higher	Jana
19_12_20_114922.txt_15	1	salary	low	higher	truhl·¯
19_12_20_114922.txt_15	2	days	low	higher	ZemÏ
19_12_20_114922.txt_15	3	unemployment	low	higher	Praha
19_12_20_114922.txt_15	4	population	low	higher	NÏmecko
19_12_20_114922.txt_15	5	temperature	low	higher	prosinec
19_12_20_114922.txt_15	6	weight	high	higher	Opice
19_12_20_114922.txt_15	7	distance	low	higher	Pa¯Ìû
19_12_20_114922.txt_15	8	age	low	higher	Miroslav Kalousek
19_12_20_114922.txt_15	9	price	high	lower	Audi
19_12_20_114922.txt_15	10	length	low	higher	Anna
19_11_21_133609.txt_16	1	weight	low	higher	hroch
19_11_21_133609.txt_16	2	price	high	lower	fiat
19_11_21_133609.txt_16	3	length	low	higher	jakub
19_11_21_133609.txt_16	4	days	low	higher	neptun
19_11_21_133609.txt_16	5	age	low	higher	topol·nek
19_11_21_133609.txt_16	6	salary	low	higher	skladnÌk
19_11_21_133609.txt_16	7	population	high	lower	polsko
19_11_21_133609.txt_16	8	unemployment	high	lower	˙steck˝
19_11_21_133609.txt_16	9	distance	high	lower	pa¯Ìû
19_11_21_133609.txt_16	10	temperature	low	higher	kvÏten
19_11_22_131611.txt_16	1	age	high	lower	M. Rozner
19_11_22_131611.txt_16	2	population	high	lower	NÏmecko
19_11_22_131611.txt_16	3	price	low	higher	äkoda
19_11_22_131611.txt_16	4	weight	high	lower	Mandril riholÌc˝
19_11_22_131611.txt_16	5	days	low	higher	Uran
19_11_22_131611.txt_16	6	temperature	low	higher	KvÏten
19_11_22_131611.txt_16	7	length	high	lower	Marek
19_11_22_131611.txt_16	8	salary	low	higher	Pr·vnÌk
19_11_22_131611.txt_16	9	unemployment	high	lower	Moravskoslezsk˝
19_11_22_131611.txt_16	10	distance	low	higher	Stockholm
19_11_22_143412.txt_16	1	temperature	high	lower	˙nor
19_11_22_143412.txt_16	2	unemployment	high	lower	Praha
19_11_22_143412.txt_16	3	days	low	higher	Merkur
19_11_22_143412.txt_16	4	price	high	lower	ferrari
19_11_22_143412.txt_16	5	population	high	lower	Polsko
19_11_22_143412.txt_16	6	distance	high	higher	VÌdeÚ
19_11_22_143412.txt_16	7	age	high	lower	®Babiö
19_11_22_143412.txt_16	8	length	high	lower	Jan
19_11_22_143412.txt_16	9	weight	high	higher	KoËka
19_11_22_143412.txt_16	10	salary	high	lower	prodavaË
19_11_22_160211.txt_16	1	temperature	high	lower	Leden
19_11_22_160211.txt_16	2	weight	low	higher	Lev
19_11_22_160211.txt_16	3	price	high	lower	Volkswagen
19_11_22_160211.txt_16	4	age	high	lower	Fiala
19_11_22_160211.txt_16	5	salary	low	higher	ZednÌk
19_11_22_160211.txt_16	6	unemployment	low	higher	Moravskoslezsk˝
19_11_22_160211.txt_16	7	population	high	lower	Rakousko
19_11_22_160211.txt_16	8	distance	low	higher	Z·h¯eb
19_11_22_160211.txt_16	9	days	high	lower	Saturn
19_11_22_160211.txt_16	10	length	low	higher	Jan
19_11_26_131810.txt_16	1	temperature	low	higher	rijen
19_11_26_131810.txt_16	2	length	low	higher	michal
19_11_26_131810.txt_16	3	population	high	higher	nemecko
19_11_26_131810.txt_16	4	price	low	higher	skoda
19_11_26_131810.txt_16	5	weight	high	lower	lyska
19_11_26_131810.txt_16	6	age	high	lower	babis
19_11_26_131810.txt_16	7	days	low	higher	merkur
19_11_26_131810.txt_16	8	unemployment	high	higher	ostravsky
19_11_26_131810.txt_16	9	distance	high	lower	budapest
19_11_26_131810.txt_16	10	salary	low	higher	poslanec
19_11_26_143142.txt_16	1	population	high	lower	NÏmecko
19_11_26_143142.txt_16	2	unemployment	low	higher	PlzeÚsk˝ kraj
19_11_26_143142.txt_16	3	length	high	lower	Maxim
19_11_26_143142.txt_16	4	days	high	lower	Venuöe
19_11_26_143142.txt_16	5	distance	high	lower	Bratislava
19_11_26_143142.txt_16	6	age	high	lower	Babiö
19_11_26_143142.txt_16	7	price	high	lower	Kia, Dacia, Peugeot, Fiat
19_11_26_143142.txt_16	8	temperature	low	higher	Srpen
19_11_26_143142.txt_16	9	salary	low	higher	ProdavaËka
19_11_26_143142.txt_16	10	weight	high	lower	Slon
19_11_26_163120.txt_16	1	temperature	high	lower	leden
19_11_26_163120.txt_16	2	unemployment	high	lower	libereck˝
19_11_26_163120.txt_16	3	weight	low	higher	ËlovÏk
19_11_26_163120.txt_16	4	age	high	lower	Ivan Bartoö
19_11_26_163120.txt_16	5	days	high	lower	Merkur
19_11_26_163120.txt_16	6	length	low	higher	Eliöka
19_11_26_163120.txt_16	7	distance	high	lower	Bratislava
19_11_26_163120.txt_16	8	price	low	higher	Hyundai
19_11_26_163120.txt_16	9	salary	high	lower	sekret·¯ka
19_11_26_163120.txt_16	10	population	low	higher	Slovensko
19_11_27_145959.txt_16	1	days	high	lower	ZemÏ
19_11_27_145959.txt_16	2	age	high	lower	Dominik Feri
19_11_27_145959.txt_16	3	length	low	higher	Filip
19_11_27_145959.txt_16	4	distance	high	lower	BerlÌn
19_11_27_145959.txt_16	5	salary	high	lower	ÿidiË tramvaje
19_11_27_145959.txt_16	6	unemployment	high	lower	ZlÌnsk˝
19_11_27_145959.txt_16	7	weight	low	higher	K˘Ú
19_11_27_145959.txt_16	8	price	low	higher	Ford
19_11_27_145959.txt_16	9	temperature	low	higher	Z·¯Ì
19_11_27_145959.txt_16	10	population	low	higher	Slovensko
19_11_28_125630.txt_16	1	salary	low	higher	Policista
19_11_28_125630.txt_16	2	temperature	low	higher	leden
19_11_28_125630.txt_16	3	days	high	lower	jupiter
19_11_28_125630.txt_16	4	distance	high	lower	Lisabon
19_11_28_125630.txt_16	5	population	low	higher	»esko
19_11_28_125630.txt_16	6	price	low	higher	Toyota
19_11_28_125630.txt_16	7	length	high	lower	VladimÌr
19_11_28_125630.txt_16	8	weight	high	lower	äimpanz
19_11_28_125630.txt_16	9	age	low	higher	Kalousek
19_11_28_125630.txt_16	10	unemployment	low	higher	ZlÌnsk˝ kraj
19_11_29_130249.txt_16	1	population	high	lower	NÏmecko
19_11_29_130249.txt_16	2	temperature	low	higher	listopad
19_11_29_130249.txt_16	3	unemployment	low	higher	Praha
19_11_29_130249.txt_16	4	age	low	higher	Ji¯Ì PospÌöil
19_11_29_130249.txt_16	5	distance	high	lower	Lisabon
19_11_29_130249.txt_16	6	salary	high	lower	manaûer
19_11_29_130249.txt_16	7	length	low	higher	Ji¯Ì
19_11_29_130249.txt_16	8	days	low	higher	Saturn
19_11_29_130249.txt_16	9	weight	low	higher	koala
19_11_29_130249.txt_16	10	price	low	higher	BMW
19_11_29_145241.txt_16	1	price	high	lower	äkoda
19_11_29_145241.txt_16	2	population	high	lower	Rakousko
19_11_29_145241.txt_16	3	unemployment	high	lower	St¯edoËesk˝
19_11_29_145241.txt_16	4	temperature	low	higher	leden
19_11_29_145241.txt_16	5	distance	high	lower	ÿÌm
19_11_29_145241.txt_16	6	age	high	lower	Klaus
19_11_29_145241.txt_16	7	weight	low	higher	slon
19_11_29_145241.txt_16	8	salary	low	higher	ekonom
19_11_29_145241.txt_16	9	length	low	higher	V·clav
19_11_29_145241.txt_16	10	days	high	lower	Venuöe
19_11_29_160720.txt_16	1	price	low	higher	äkoda
19_11_29_160720.txt_16	2	temperature	high	lower	leden
19_11_29_160720.txt_16	3	unemployment	low	higher	St¯edoËesk˝
19_11_29_160720.txt_16	4	weight	high	lower	surikata
19_11_29_160720.txt_16	5	days	low	higher	ZemÏ
19_11_29_160720.txt_16	6	distance	low	higher	Pa¯Ìû
19_11_29_160720.txt_16	7	length	low	higher	Krist˝na
19_11_29_160720.txt_16	8	population	low	higher	NÏmecko
19_11_29_160720.txt_16	9	age	low	higher	Zaor·lek
19_11_29_160720.txt_16	10	salary	high	lower	prodavaËka
19_12_02_162137.txt_16	1	temperature	low	higher	cerven +15
19_12_02_162137.txt_16	2	salary	high	lower	uklizecka
19_12_02_162137.txt_16	3	price	high	lower	hyunday getz
19_12_02_162137.txt_16	4	population	low	higher	Francie
